iter	RMSE
337	5.220665365
338	5.217363721
339	5.212570345
340	5.207867549
341	5.198230197
342	5.192388255
343	5.187333802
344	5.181975606
345	5.174904204
346	5.171942679
347	5.167794497
348	5.162498201
349	5.157795367
350	5.152169042
351	5.14781501
352	5.144842172
353	5.13205683
354	5.126628018
355	5.120126139
356	5.114994073
357	5.108840252
358	5.101350713
359	5.096392173
360	5.089786429
361	5.085145484
362	5.081622406
363	5.073990924
364	5.069779726
365	5.063891005
366	5.058589345
367	5.053533864
368	5.045677874
369	5.03385587
370	5.029742571
371	5.027592414
372	5.021759904
373	5.018053535
374	5.009107244
375	5.001716171
376	4.996040477
377	4.990808304
378	4.985341275
379	4.983002652
380	4.978444373
381	4.969800415
382	4.964530814
383	4.959337255
384	4.952861569
385	4.947974437
386	4.943702618
387	4.938440053
388	4.933202591
389	4.930458199
390	4.928092569
391	4.923487129
392	4.916176692
393	4.912132146
394	4.907217967
395	4.902812256
396	4.900024668
397	4.896589013
398	4.887109874
399	4.880224878
400	4.873711072
401	4.869382171
402	4.865454373
403	4.86106822
404	4.858245394
405	4.851840714
406	4.847747283
407	4.842336333
408	4.835299241
409	4.830704515
410	4.826454732
411	4.821454155
412	4.817870219
413	4.813230104
414	4.808192382
415	4.803408551
416	4.800282369
417	4.796517772
418	4.794100622
419	4.790791119
420	4.787585282
421	4.78524261
422	4.779166589
423	4.775763614
424	4.772573062
425	4.770314817
426	4.766661
427	4.762889441
428	4.758634122
429	4.754041459
430	4.750954012
431	4.746684624
432	4.739157738
433	4.733058524
434	4.728965011
435	4.726137989
436	4.721212435
437	4.717299337
438	4.712612929
439	4.708352414
440	4.704945168
441	4.697762473
442	4.695619622
443	4.692099873
444	4.688869038
445	4.686187175
446	4.682250801
447	4.678797555
448	4.672096342
449	4.668704409
450	4.665141734
451	4.6588939
452	4.654366933
453	4.650170948
454	4.646687729
455	4.64154872
456	4.637813794
457	4.633721972
458	4.631287842
459	4.629293299
460	4.624092875
461	4.620077509
462	4.615758016
463	4.612407662
464	4.609554343
465	4.605987662
466	4.600816942
467	4.59842864
468	4.59540472
469	4.59311006
470	4.590982861
471	4.587749266
472	4.58080475
473	4.578158482
474	4.575069538
475	4.573157876
476	4.569869318
477	4.566655293
478	4.562308917
479	4.558371663
480	4.554998638
481	4.549898249
482	4.545292324
483	4.543366667
484	4.540686175
485	4.534454331
486	4.527362867
487	4.523167057
488	4.519353298
489	4.515676794
490	4.51294113
491	4.50847582
492	4.506862058
493	4.501623604
494	4.493914451
495	4.490417943
496	4.48622235
497	4.479940983
498	4.476921186
499	4.474716565
500	4.470595802
501	4.465701085
502	4.461878901
503	4.460563497
504	4.457303483
505	4.454508971
506	4.451540773
507	4.449906138
508	4.446212759
509	4.44197283
510	4.439162106
511	4.434961464
512	4.432035238
513	4.427938419
514	4.424133435
515	4.421033118
516	4.417543711
517	4.414743032
518	4.412895832
519	4.409691126
520	4.407196934
521	4.405079955
522	4.397520105
523	4.391839775
524	4.388470148
525	4.385156513
526	4.38177302
527	4.379470773
528	4.375547412
529	4.373155739
530	4.369628618
531	4.365708939
532	4.363178531
533	4.359977626
534	4.354584351
535	4.353055295
536	4.348864116
537	4.344427141
538	4.340610585
539	4.335080805
540	4.330873562
541	4.327510125
542	4.325144291
543	4.322276958
544	4.320184465
545	4.317518092
546	4.314740133
547	4.313351317
548	4.309635306
549	4.303642044
550	4.300585184
551	4.296392446
552	4.293848042
553	4.290158641
554	4.284957088
555	4.281777711
556	4.278368551
557	4.276766083
558	4.274229773
559	4.271278837
560	4.268742177
561	4.263707683
562	4.260105207
563	4.258852233
564	4.257654216
565	4.254249801
566	4.252243111
567	4.24818681
568	4.244489551
569	4.242601836
570	4.238302933
571	4.236751574
572	4.232978912
573	4.230935488
574	4.226370308
575	4.223894295
576	4.222874867
577	4.220283123
578	4.216977616
579	4.214277589
580	4.211817394
581	4.209949921
582	4.207395364
583	4.203445212
584	4.200682242
585	4.197956595
586	4.195539429
587	4.19322647
588	4.192046133
589	4.18922179
590	4.186272038
591	4.185227321
592	4.182867797
593	4.179815067
594	4.176811971
595	4.173765083
596	4.171409188
597	4.168833203
598	4.164514558
599	4.160756885
600	4.158538321
601	4.156285335
602	4.1536137
603	4.149188758
604	4.146289154
605	4.142895164
606	4.140354515
607	4.13774261
608	4.133701663
609	4.130912182
610	4.128943014
611	4.125800589
612	4.123551096
613	4.121648773
614	4.120404376
615	4.115318439
616	4.113385153
617	4.110613766
618	4.108263081
619	4.104836917
620	4.102403798
621	4.099929468
622	4.098144821
623	4.094780051
624	4.091911706
625	4.088911439
626	4.08614002
627	4.085104512
628	4.082326802
629	4.079142674
630	4.07711035
631	4.072870707
632	4.069546233
633	4.067167022
634	4.063239608
635	4.058966174
636	4.057579725
637	4.054954896
638	4.052367308
639	4.048578167
640	4.045995521
641	4.043932124
642	4.042318707
643	4.038881759
644	4.037312907
645	4.032909353
646	4.028937911
647	4.026695444
648	4.021629516
649	4.018964273
650	4.016753561
651	4.013787567
652	4.010253937
653	4.008205473
654	4.006400218
655	4.00333871
656	3.999092697
657	3.996340679
658	3.993348221
659	3.990740327
660	3.988828047
661	3.986858182
662	3.983716505
663	3.981627805
664	3.976601593
665	3.973989574
666	3.971790395
667	3.968992784
668	3.965707961
669	3.962632368
670	3.959914341
671	3.956689721
672	3.954202306
673	3.949139916
674	3.944887094
675	3.942946509
676	3.94014686
677	3.938396922
678	3.93611723
679	3.933862773
680	3.931716029
681	3.929616057
682	3.925696252
683	3.922436527
684	3.92006935
685	3.916186926
686	3.913964536
687	3.912476886
688	3.909933025
689	3.907839826
690	3.90582889
691	3.902425283
692	3.89996688
693	3.89675666
694	3.893646648
695	3.891079489
696	3.889506251
697	3.886107632
698	3.883739621
699	3.881470298
700	3.878624792
701	3.87674595
702	3.875059553
703	3.874238398
704	3.872719731
705	3.867878308
706	3.86499756
707	3.86263111
708	3.85965552
709	3.855616471
710	3.852910037
711	3.849848494
712	3.846646438
713	3.844537556
714	3.841990523
715	3.839904223
716	3.837459434
717	3.834374511
718	3.831874692
719	3.830044588
720	3.827513927
721	3.826292605
722	3.824899527
723	3.822190926
724	3.820485275
725	3.819023809
726	3.815776759
727	3.813303947
728	3.811364464
729	3.810116552
730	3.809150703
731	3.807394913
732	3.803656523
733	3.801220372
734	3.799265976
735	3.796353807
736	3.794161034
737	3.792289591
738	3.790144095
739	3.788625121
740	3.786452693
741	3.78384016
742	3.77639401
743	3.775176732
744	3.771854652
745	3.769302972
746	3.767086647
747	3.763926532
748	3.761381272
749	3.757390907
750	3.753970374
751	3.750846764
752	3.749147431
753	3.747326635
754	3.745546784
755	3.743655535
756	3.741381617
757	3.739381157
758	3.73588106
759	3.732987888
760	3.73095444
761	3.729386923
762	3.727382902
763	3.72594638
764	3.723545274
765	3.721538642
766	3.719954937
767	3.717402246
768	3.715969599
769	3.714059311
770	3.712378587
771	3.710682441
772	3.708195183
773	3.706499192
774	3.704890042
775	3.70369946
776	3.701798329
777	3.699268796
778	3.697937755
779	3.696293033
780	3.694438025
781	3.692543006
782	3.691019221
783	3.689646881
784	3.688769254
785	3.686945659
786	3.683646956
787	3.681406037
788	3.678695772
789	3.677427755
790	3.676007572
791	3.673043438
792	3.669096354
793	3.66603349
794	3.663279265
795	3.661141531
796	3.659714568
797	3.657884299
798	3.655902234
799	3.653390394
800	3.650635266
801	3.648024598
802	3.646148827
803	3.643730833
804	3.640904578
805	3.63821813
806	3.63687959
807	3.63339586
808	3.632316562
809	3.630162175
810	3.628219824
811	3.626436988
812	3.624644017
813	3.622288248
814	3.619974327
815	3.617767814
816	3.61587264
817	3.613871192
818	3.611737168
819	3.610330085
820	3.607679607
821	3.606123065
822	3.603356551
823	3.600629641
824	3.598200104
825	3.595713995
826	3.592479235
827	3.591373978
828	3.590155573
829	3.587490155
830	3.585081036
831	3.583564196
832	3.582417104
833	3.580814375
834	3.577994257
835	3.573605293
836	3.571388609
837	3.57054838
838	3.568614629
839	3.565247201
840	3.562883243
841	3.560886742
842	3.55893702
843	3.557767404
844	3.556623792
845	3.55366174
846	3.552140835
847	3.55003866
848	3.546303161
849	3.544799646
850	3.542208103
851	3.540554862
852	3.539241462
853	3.536712634
854	3.53434469
855	3.533324602
856	3.53190983
857	3.529760981
858	3.52794285
859	3.525862109
860	3.521026579
861	3.519864443
862	3.51881458
863	3.517198733
864	3.51526351
865	3.511497501
866	3.509968196
867	3.509048528
868	3.507225103
869	3.506164454
870	3.50452373
871	3.502453664
872	3.500336864
873	3.498374115
874	3.495725512
875	3.493727026
876	3.491090388
877	3.489148202
878	3.485904633
879	3.483729483
880	3.481631644
881	3.479062615
882	3.477043723
883	3.474752386
884	3.472505516
885	3.470630328
886	3.467102961
887	3.464828208
888	3.463003968
889	3.459864954
890	3.459124557
891	3.457444703
892	3.455611699
893	3.452725635
894	3.450396747
895	3.448355578
896	3.44589975
897	3.444064341
898	3.442896907
899	3.440894101
900	3.436605022
901	3.43429425
902	3.432638499
903	3.429738579
904	3.427123005
905	3.425631472
906	3.423237672
907	3.421066278
908	3.419776211
909	3.416587285
910	3.414661028
911	3.412990425
912	3.410636627
913	3.410079575
914	3.409557184
915	3.407551201
916	3.406013858
917	3.405325098
918	3.403212672
919	3.400854024
920	3.398767239
921	3.396852117
922	3.395922968
923	3.392580896
924	3.390236176
925	3.388260538
926	3.386555086
927	3.385140276
928	3.383990624
929	3.382232282
930	3.381490552
931	3.380742311
932	3.379449148
933	3.377876819
934	3.376535816
935	3.375924818
936	3.375400053
937	3.373145521
938	3.371502577
939	3.370550824
940	3.369676798
941	3.367327626
942	3.36535341
943	3.362451052
944	3.360568582
945	3.356826927
946	3.355984297
947	3.354048514
948	3.352784983
949	3.350611231
950	3.349053383
951	3.34714804
952	3.345425077
953	3.344733955
954	3.342603211
955	3.338854777
956	3.338154675
957	3.337157975
958	3.33390663
959	3.332691223
960	3.331113733
961	3.330006093
962	3.329104349
963	3.327942075
964	3.325481011
965	3.325151325
966	3.322926264
967	3.321274777
968	3.319541942
969	3.318419755
970	3.317708931
971	3.316457843
972	3.314351152
973	3.312870809
974	3.311198199
975	3.309616639
976	3.308391664
977	3.306765974
978	3.305892337
979	3.303581097
980	3.302157436
981	3.301339815
982	3.299640127
983	3.298245468
984	3.296201435
985	3.294018135
986	3.29237251
987	3.29092752
988	3.289127141
989	3.287601203
990	3.286731166
991	3.286062358
992	3.284118289
993	3.280712019
994	3.279557894
995	3.277189304
996	3.274985267
997	3.273628369
998	3.271712114
999	3.270151057
